,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
62,0.0992774486541748,0.023115595881311908,0.026400279998779298,0.008544888246738304,500,0.2,0.2,rbf,"{'C': 500, 'epsilon': 0.2, 'gamma': 0.2, 'kernel': 'rbf'}",-0.07524712572870595,-0.06484022298160275,-0.023684057080794574,0.10193603757616954,0.043157886757686836,-0.0037354962914493807,0.06724746581090531,83
63,0.07920103073120117,0.002854467707900735,0.012897491455078125,0.0006706035615577137,500,0.2,0.01,rbf,"{'C': 500, 'epsilon': 0.2, 'gamma': 0.01, 'kernel': 'rbf'}",0.1504281739705582,0.037460422217548306,0.13729254454350948,0.008868356707895209,0.00016722757010800837,0.06684334500192383,0.0642178688599873,41
64,0.060074234008789064,0.01333624555059746,0.023700237274169922,0.013508854802616304,500,0.2,0.001,rbf,"{'C': 500, 'epsilon': 0.2, 'gamma': 0.001, 'kernel': 'rbf'}",0.13869856940492342,0.05617887763493845,0.13249986231667554,0.05229323111313122,0.027499277809034495,0.08143396365574063,0.04534956025824089,29
65,0.043615102767944336,0.009271212913413755,0.013791322708129883,0.001152906254905316,500,0.2,0.0001,rbf,"{'C': 500, 'epsilon': 0.2, 'gamma': 0.0001, 'kernel': 'rbf'}",0.07735230001960358,0.05914776241760045,0.09633838167340236,0.03736526067826984,0.0009574609950783186,0.05423223315679091,0.0330282417698288,51
66,0.06160650253295898,0.0010223588679086643,0.018000268936157228,0.0008944737169910734,500,0.1,1,rbf,"{'C': 500, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.0960549179949195,-0.03733758421996969,0.0638100416826115,0.10005048145664897,0.08993537660960549,0.06250264670476316,0.051493553899584925,46
67,0.08899126052856446,0.009701062183956282,0.019401979446411134,0.004924962466675037,500,0.1,0.1,rbf,"{'C': 500, 'epsilon': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",-0.1339198333550029,-0.013417668503100444,-0.0095019395438114,-0.1111890897633534,0.0471606247133064,-0.04417358129039235,0.06787555411875909,90
68,0.08304591178894043,0.014732356980974954,0.018395614624023438,0.0035019326194690834,500,0.1,0.2,rbf,"{'C': 500, 'epsilon': 0.1, 'gamma': 0.2, 'kernel': 'rbf'}",-0.07632307144192607,-0.06768588377327123,-0.027572968037230083,0.10391079285440652,0.04151572728524833,-0.005231080622554507,0.06863096403830622,84
69,0.09959626197814941,0.013033105857902742,0.017810297012329102,0.0024890844776195367,500,0.1,0.01,rbf,"{'C': 500, 'epsilon': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",0.1519856417508635,0.035792883962804334,0.1367208453334422,0.009413933447349976,-0.0015966824472453123,0.06646332440944294,0.06492712756545115,42
70,0.06919722557067871,0.010167088588165923,0.0190000057220459,0.004052154865783514,500,0.1,0.001,rbf,"{'C': 500, 'epsilon': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}",0.1392102277508409,0.055305330233074046,0.13133518128235988,0.052816898227929454,0.023364810808128023,0.08040648966046646,0.046252822897691934,30
71,0.04140324592590332,0.0024255142120241436,0.014397907257080077,0.0010193491413783853,500,0.1,0.0001,rbf,"{'C': 500, 'epsilon': 0.1, 'gamma': 0.0001, 'kernel': 'rbf'}",0.07776123627833109,0.05981255669589658,0.09791791827825813,0.03735521967601041,0.0014926471394082208,0.054867915613580884,0.03333907659072917,49
72,0.05931863784790039,0.0026803147285630407,0.016598987579345702,0.0004886588577397821,700,0.2,1,rbf,"{'C': 700, 'epsilon': 0.2, 'gamma': 1, 'kernel': 'rbf'}",0.09897403340716915,-0.032164623700398964,0.060414889900460955,0.0787929580885498,0.0763906046324494,0.05648157246564607,0.04598564081939392,47
73,0.0933915138244629,0.010053073315870839,0.01760134696960449,0.0016254236567804878,700,0.2,0.1,rbf,"{'C': 700, 'epsilon': 0.2, 'gamma': 0.1, 'kernel': 'rbf'}",-0.19422270724481838,-0.04615601727682472,0.006263464185572776,-0.11627010380827696,0.0549658857805585,-0.05908389567275776,0.08829215245292325,93
74,0.0895988941192627,0.011290781060002052,0.018197059631347656,0.0017169012716391774,700,0.2,0.2,rbf,"{'C': 700, 'epsilon': 0.2, 'gamma': 0.2, 'kernel': 'rbf'}",-0.09896724446938654,-0.10306138530619502,-0.028874056319649455,0.09121548463308582,0.03365649215752353,-0.021206141860924333,0.0754379182977838,85
